case_id,date,crime_type,district,latitude,longitude,offender_age,offender_gender,victim_age,victim_gender,time_of_day,season,prior_offenses,recidivism,severity_score,arrest_made,weapon_used,gang_related
CASE01796,2021-03-24,Theft,East,13.01007,77.593808,63,Male,39,Male,Morning,Winter,3,Yes,7.5,No,No,No
CASE01797,2021-03-25,Vandalism,Northwest,13.002791,77.600885,17,Female,64,Female,Morning,Autumn,4,No,1.74,Yes,No,Yes
CASE01798,2021-03-25,Theft,Southeast,13.038025,77.617016,35,Male,77,Male,Evening,Summer,4,Yes,4.38,No,Yes,No
CASE01799,2021-03-25,Theft,South,13.06749,77.602634,62,Female,78,Female,Evening,Autumn,8,No,1.57,No,Yes,No
CASE01800,2021-03-25,Theft,Northwest,12.964598,77.599138,33,Male,50,Female,Night,Winter,8,No,5.7,Yes,Yes,No
CASE01801,2021-03-26,Kidnapping,Central,13.077802,77.566547,16,Unknown,54,Female,Morning,Summer,7,No,6.88,Yes,No,No
CASE01802,2021-03-26,Vandalism,Central,12.932127,77.514236,44,Male,39,Female,Evening,Winter,7,No,2.54,No,No,Yes
CASE01803,2021-03-26,Burglary,East,12.934605,77.517904,44,Male,54,Male,Night,Spring,1,No,4.34,No,No,No
CASE01804,2021-03-26,Assault,Central,12.953354,77.586756,34,Male,54,Male,Morning,Spring,2,No,9.37,Yes,No,No
CASE01805,2021-03-27,Assault,South,12.923906,77.571159,59,Male,54,Male,Afternoon,Spring,7,No,4.98,Yes,No,No
CASE01806,2021-03-27,Drug Offense,West,12.946064,77.603227,55,Female,64,Male,Afternoon,Winter,4,No,8.22,No,No,No
CASE01807,2021-03-27,Fraud,Northeast,12.921282,77.560968,21,Female,68,Female,Morning,Winter,6,No,9.34,Yes,Yes,No
CASE01808,2021-03-27,Theft,North,13.06435,77.637582,59,Male,14,Male,Morning,Autumn,7,No,9.77,Yes,Yes,No
CASE01809,2021-03-28,Theft,Downtown,12.927794,77.672791,54,Female,41,Unknown,Afternoon,Summer,5,Yes,9.08,Yes,Yes,No
CASE01810,2021-03-28,Theft,West,13.04946,77.559773,61,Male,15,Male,Afternoon,Summer,4,No,3.86,Yes,No,No
CASE01811,2021-03-28,Fraud,Northeast,12.909583,77.538597,23,Male,35,Female,Morning,Winter,7,Yes,9.66,No,Yes,No
CASE01812,2021-03-28,Drug Offense,Southwest,13.089704,77.523236,39,Male,46,Female,Night,Winter,0,No,8.31,No,Yes,No
CASE01813,2021-03-29,Assault,South,13.042232,77.623251,35,Male,22,Female,Evening,Spring,0,No,8.53,Yes,No,No
CASE01814,2021-03-29,Theft,Northwest,12.901359,77.588771,29,Male,78,Male,Evening,Winter,0,No,1.14,No,No,No
CASE01815,2021-03-29,Theft,Northeast,13.052771,77.537603,20,Female,34,Female,Morning,Spring,2,No,9.59,No,No,No
CASE01816,2021-03-29,Kidnapping,South,13.002816,77.630627,56,Male,22,Male,Evening,Winter,9,No,8.0,Yes,No,No
CASE01817,2021-03-30,Assault,Southeast,13.055873,77.529697,55,Male,29,Male,Afternoon,Summer,5,No,7.91,Yes,Yes,No
CASE01818,2021-03-30,Drug Offense,Northwest,13.004499,77.61086,49,Male,69,Male,Afternoon,Autumn,5,Yes,1.73,No,Yes,No
CASE01819,2021-03-30,Fraud,Central,13.028205,77.60543,31,Female,30,Female,Evening,Winter,4,No,3.09,Yes,Yes,Yes
CASE01820,2021-03-30,Burglary,Central,13.057266,77.646846,60,Male,70,Male,Morning,Spring,6,Yes,9.66,Yes,Yes,No
CASE01821,2021-03-31,Assault,Northwest,12.981022,77.511022,22,Male,35,Female,Afternoon,Autumn,4,Yes,5.51,Yes,No,Yes
CASE01822,2021-03-31,Theft,Southwest,12.900542,77.677575,31,Male,63,Unknown,Night,Spring,1,No,4.58,No,No,No
CASE01823,2021-03-31,Fraud,Southwest,13.069989,77.640598,22,Female,51,Male,Night,Spring,3,Yes,8.56,Yes,No,No
CASE01824,2021-03-31,Drug Offense,Southwest,12.976178,77.543225,42,Male,20,Female,Afternoon,Autumn,0,Yes,1.79,No,No,No
CASE01825,2021-04-01,Fraud,Northeast,12.999209,77.536681,29,Female,46,Female,Afternoon,Autumn,6,No,4.75,Yes,No,No
CASE01826,2021-04-01,Robbery,Downtown,12.901553,77.586332,29,Male,20,Male,Evening,Autumn,3,Yes,4.38,No,Yes,No
CASE01827,2021-04-01,Theft,Northeast,12.998418,77.663513,59,Female,36,Female,Morning,Winter,3,Yes,4.15,Yes,Yes,No
CASE01828,2021-04-01,Kidnapping,East,13.097297,77.66859,48,Male,43,Male,Evening,Autumn,3,Yes,3.77,Yes,No,No
CASE01829,2021-04-02,Drug Offense,North,12.955654,77.604091,48,Male,47,Female,Morning,Winter,2,Yes,2.89,Yes,No,No
CASE01830,2021-04-02,Assault,Northwest,12.979084,77.672162,59,Male,70,Male,Night,Summer,7,Yes,2.56,Yes,No,No
CASE01831,2021-04-02,Kidnapping,West,13.037438,77.501089,35,Male,62,Male,Night,Summer,3,No,6.76,No,No,Yes
CASE01832,2021-04-02,Fraud,North,13.062959,77.507035,62,Male,74,Female,Morning,Spring,7,Yes,9.27,No,Yes,Yes
CASE01833,2021-04-03,Fraud,Southeast,12.983478,77.682364,51,Female,12,Male,Evening,Spring,8,No,5.58,Yes,No,Yes
CASE01834,2021-04-03,Vandalism,Northeast,12.961934,77.655066,22,Unknown,76,Male,Afternoon,Winter,0,Yes,3.68,No,Yes,No
CASE01835,2021-04-03,Drug Offense,Northeast,13.087565,77.590141,47,Female,37,Male,Morning,Spring,3,No,2.43,Yes,No,No
CASE01836,2021-04-03,Fraud,South,13.035429,77.650722,63,Male,23,Male,Evening,Summer,5,No,8.47,Yes,No,No
CASE01837,2021-04-04,Theft,North,12.923804,77.691128,18,Male,61,Female,Night,Winter,7,No,9.74,Yes,Yes,No
CASE01838,2021-04-04,Assault,South,12.913786,77.654418,54,Male,39,Female,Afternoon,Winter,5,No,4.14,Yes,Yes,Yes
CASE01839,2021-04-04,Sexual Offense,West,12.99671,77.668474,44,Male,67,Female,Night,Autumn,5,No,3.62,No,Yes,No
CASE01840,2021-04-04,Assault,South,12.944018,77.652121,39,Unknown,63,Female,Morning,Winter,9,Yes,6.41,Yes,Yes,No
CASE01841,2021-04-05,Burglary,North,12.950797,77.533642,37,Male,78,Male,Night,Spring,3,No,7.98,Yes,No,Yes
CASE01842,2021-04-05,Burglary,Northwest,13.075538,77.666715,21,Unknown,24,Male,Night,Summer,8,No,5.1,Yes,No,No
CASE01843,2021-04-05,Burglary,Southeast,12.917913,77.539022,63,Male,47,Female,Morning,Spring,6,Yes,6.67,Yes,No,No
CASE01844,2021-04-05,Fraud,Northeast,13.043073,77.678522,39,Female,23,Female,Afternoon,Summer,5,Yes,7.45,Yes,No,No
CASE01845,2021-04-06,Sexual Offense,West,12.954228,77.59173,55,Male,66,Male,Morning,Autumn,0,Yes,9.65,Yes,Yes,No
CASE01846,2021-04-06,Assault,Northeast,13.052066,77.635395,38,Female,68,Male,Evening,Summer,1,No,2.49,Yes,Yes,No
CASE01847,2021-04-06,Theft,East,13.044482,77.599448,53,Male,17,Female,Morning,Autumn,5,Yes,9.98,No,Yes,No
CASE01848,2021-04-06,Theft,Southeast,12.901478,77.518798,25,Male,28,Female,Morning,Spring,0,Yes,4.53,Yes,Yes,Yes
CASE01849,2021-04-07,Sexual Offense,Downtown,13.001827,77.558144,31,Female,41,Female,Afternoon,Autumn,4,No,7.51,Yes,No,Yes
CASE01850,2021-04-07,Fraud,South,12.927864,77.696746,26,Male,38,Male,Evening,Winter,0,No,6.15,Yes,Yes,No
CASE01851,2021-04-07,Assault,Central,13.073245,77.692143,47,Male,50,Female,Night,Winter,2,Yes,5.38,No,No,No
CASE01852,2021-04-07,Drug Offense,North,13.074317,77.564097,60,Male,54,Male,Night,Summer,6,Yes,7.28,Yes,No,Yes
CASE01853,2021-04-08,Homicide,Northeast,12.983669,77.699259,21,Male,22,Male,Night,Spring,4,No,4.56,No,No,No
CASE01854,2021-04-08,Drug Offense,South,12.988879,77.66911,39,Male,36,Female,Night,Spring,9,No,2.13,No,No,No
CASE01855,2021-04-08,Sexual Offense,West,12.960657,77.622192,48,Male,28,Male,Afternoon,Summer,0,No,5.4,No,No,No
CASE01856,2021-04-08,Assault,Northeast,13.043321,77.508025,27,Male,35,Male,Evening,Winter,0,No,5.7,Yes,No,No
CASE01857,2021-04-09,Drug Offense,Downtown,12.971732,77.680289,42,Male,62,Unknown,Afternoon,Autumn,7,No,2.82,Yes,No,No
CASE01858,2021-04-09,Burglary,Southeast,12.953558,77.611486,53,Male,60,Female,Morning,Summer,8,Yes,9.42,Yes,Yes,Yes
CASE01859,2021-04-09,Drug Offense,Southeast,12.986446,77.673695,33,Male,46,Female,Evening,Autumn,6,No,3.05,No,No,No
CASE01860,2021-04-09,Vandalism,Northeast,12.918298,77.666886,60,Female,18,Male,Evening,Autumn,2,No,4.68,No,Yes,No
CASE01861,2021-04-10,Drug Offense,West,13.049321,77.666601,54,Female,61,Male,Night,Spring,5,No,2.39,No,No,No
CASE01862,2021-04-10,Fraud,Southeast,12.902519,77.639635,28,Male,63,Female,Night,Winter,2,No,5.82,No,No,Yes
CASE01863,2021-04-10,Theft,Southeast,13.028897,77.558283,55,Male,12,Female,Night,Autumn,9,No,3.77,Yes,Yes,No
CASE01864,2021-04-10,Robbery,Downtown,12.936573,77.567232,45,Male,78,Female,Night,Winter,3,Yes,5.4,Yes,Yes,Yes
CASE01865,2021-04-11,Kidnapping,North,12.946481,77.561694,64,Male,17,Male,Morning,Spring,3,Yes,3.02,Yes,Yes,No
CASE01866,2021-04-11,Sexual Offense,West,13.027126,77.504009,56,Male,23,Male,Night,Summer,2,Yes,1.48,Yes,No,No
CASE01867,2021-04-11,Theft,West,13.098589,77.616514,28,Male,12,Unknown,Afternoon,Summer,9,No,8.01,No,No,No
CASE01868,2021-04-11,Theft,Northwest,13.055543,77.639767,49,Male,33,Female,Evening,Spring,5,Yes,6.77,No,No,No
CASE01869,2021-04-12,Theft,Northwest,12.945168,77.670773,51,Male,22,Male,Morning,Spring,4,No,4.07,Yes,No,No
CASE01870,2021-04-12,Vandalism,Southeast,12.935205,77.528033,45,Male,52,Male,Morning,Autumn,8,Yes,1.43,No,Yes,No
CASE01871,2021-04-12,Drug Offense,Central,13.073247,77.608837,40,Male,38,Female,Evening,Spring,8,Yes,8.79,No,No,No
CASE01872,2021-04-12,Assault,Northwest,12.988837,77.501602,17,Male,60,Male,Evening,Summer,2,Yes,2.53,Yes,No,Yes
CASE01873,2021-04-13,Robbery,Southeast,12.927411,77.519019,51,Male,51,Male,Evening,Winter,8,No,9.38,Yes,No,No
CASE01874,2021-04-13,Drug Offense,Southwest,13.072442,77.510842,33,Male,40,Male,Morning,Winter,2,No,5.31,No,No,No
CASE01875,2021-04-13,Vandalism,East,13.063218,77.645096,20,Unknown,72,Female,Afternoon,Winter,3,No,4.06,Yes,No,No
CASE01876,2021-04-13,Robbery,East,13.096781,77.516212,34,Male,35,Male,Afternoon,Winter,0,No,7.68,Yes,Yes,Yes
CASE01877,2021-04-14,Fraud,West,13.081949,77.643291,57,Male,27,Unknown,Evening,Spring,4,No,8.89,Yes,No,No
CASE01878,2021-04-14,Robbery,Central,13.070358,77.549925,33,Male,66,Male,Morning,Spring,8,Yes,4.34,No,Yes,No
CASE01879,2021-04-14,Assault,Downtown,12.910515,77.675543,47,Male,16,Female,Night,Winter,1,Yes,4.67,Yes,No,No
CASE01880,2021-04-14,Robbery,North,12.920883,77.66263,36,Male,57,Male,Morning,Spring,3,Yes,4.9,No,Yes,No
CASE01881,2021-04-15,Vandalism,Northwest,13.013797,77.691566,25,Male,69,Female,Evening,Autumn,9,No,9.3,No,No,No
CASE01882,2021-04-15,Homicide,Southwest,13.006296,77.676752,52,Female,42,Unknown,Morning,Spring,1,Yes,7.23,No,No,No
CASE01883,2021-04-15,Fraud,Southeast,12.991593,77.686666,64,Male,12,Female,Morning,Autumn,7,Yes,3.23,Yes,No,Yes
CASE01884,2021-04-15,Drug Offense,Central,12.979358,77.671748,37,Male,13,Female,Morning,Autumn,8,No,2.66,No,No,No
CASE01885,2021-04-16,Theft,West,12.986242,77.638676,28,Male,13,Female,Night,Spring,2,No,3.07,Yes,No,No
CASE01886,2021-04-16,Burglary,Northwest,13.01386,77.534052,32,Male,51,Female,Evening,Winter,8,No,3.37,Yes,No,Yes
CASE01887,2021-04-16,Theft,Central,12.900415,77.554342,24,Unknown,18,Female,Evening,Autumn,5,No,3.07,No,Yes,No
CASE01888,2021-04-16,Assault,Northwest,12.952142,77.542545,39,Male,60,Unknown,Evening,Spring,5,No,6.93,Yes,No,No
CASE01889,2021-04-17,Vandalism,North,13.003656,77.620717,59,Male,26,Male,Afternoon,Summer,6,No,2.04,No,No,No
CASE01890,2021-04-17,Kidnapping,North,13.044443,77.600724,29,Female,26,Unknown,Afternoon,Winter,4,Yes,4.49,Yes,No,No
CASE01891,2021-04-17,Theft,Downtown,12.934831,77.673416,61,Female,29,Male,Evening,Summer,5,No,6.63,Yes,No,No
CASE01892,2021-04-17,Burglary,East,13.009376,77.690535,23,Male,23,Male,Morning,Autumn,0,No,3.62,No,Yes,No
CASE01893,2021-04-18,Drug Offense,South,13.042892,77.580972,52,Male,31,Male,Morning,Summer,2,Yes,1.59,No,Yes,No
CASE01894,2021-04-18,Assault,South,12.988926,77.60127,34,Male,61,Male,Evening,Spring,8,No,1.74,Yes,No,No
CASE01895,2021-04-18,Robbery,Northwest,12.905416,77.694303,43,Male,36,Female,Night,Winter,4,No,2.13,No,No,Yes
CASE01896,2021-04-18,Vandalism,Downtown,12.989854,77.555248,61,Female,52,Female,Night,Autumn,4,Yes,8.52,No,No,No
CASE01897,2021-04-19,Fraud,South,12.959289,77.658478,56,Male,12,Female,Morning,Spring,7,No,6.92,Yes,No,No
CASE01898,2021-04-19,Theft,West,13.08593,77.545048,45,Male,17,Female,Morning,Winter,1,Yes,1.58,No,No,No
CASE01899,2021-04-19,Burglary,South,12.924923,77.636292,22,Male,19,Female,Afternoon,Autumn,6,No,4.52,Yes,No,No
CASE01900,2021-04-19,Drug Offense,Northeast,13.030495,77.550723,41,Male,38,Female,Night,Autumn,8,No,3.51,Yes,No,Yes
CASE01901,2021-04-20,Robbery,Southeast,12.910544,77.676747,55,Male,49,Male,Morning,Autumn,6,No,6.2,Yes,Yes,No
CASE01902,2021-04-20,Theft,Downtown,12.989234,77.612296,61,Unknown,74,Female,Morning,Autumn,4,Yes,5.71,Yes,No,No
CASE01903,2021-04-20,Drug Offense,West,13.010796,77.537187,61,Male,30,Female,Evening,Summer,5,Yes,5.33,Yes,No,No
CASE01904,2021-04-20,Theft,Central,12.959591,77.544874,26,Male,33,Female,Afternoon,Summer,3,Yes,3.83,No,No,Yes
CASE01905,2021-04-21,Vandalism,West,12.991015,77.59877,29,Unknown,69,Female,Night,Summer,6,Yes,2.24,No,No,Yes
CASE01906,2021-04-21,Assault,East,12.932711,77.69232,36,Male,35,Female,Night,Autumn,0,Yes,7.68,Yes,Yes,No
CASE01907,2021-04-21,Kidnapping,Central,12.960825,77.653928,23,Female,18,Male,Afternoon,Summer,3,No,8.92,No,No,Yes
CASE01908,2021-04-21,Burglary,Southwest,13.024221,77.597662,18,Male,29,Male,Morning,Winter,2,No,9.5,Yes,No,No
CASE01909,2021-04-22,Assault,Southeast,12.96036,77.567544,43,Male,65,Female,Night,Autumn,3,No,1.53,No,No,No
CASE01910,2021-04-22,Theft,Southeast,13.079949,77.609854,44,Male,45,Female,Night,Winter,0,No,7.66,Yes,No,No
CASE01911,2021-04-22,Assault,Southeast,13.025681,77.649672,38,Female,45,Female,Night,Winter,1,No,7.54,No,No,Yes
CASE01912,2021-04-22,Homicide,Southeast,12.98773,77.656786,33,Male,31,Male,Evening,Summer,8,No,9.52,No,No,No
CASE01913,2021-04-23,Kidnapping,Northwest,12.907751,77.564922,50,Male,10,Male,Afternoon,Autumn,6,Yes,3.28,No,No,No
CASE01914,2021-04-23,Burglary,Southeast,12.99991,77.644232,28,Female,78,Female,Night,Summer,5,No,7.68,No,No,Yes
CASE01915,2021-04-23,Burglary,Southeast,13.052955,77.631558,27,Male,46,Male,Afternoon,Summer,1,No,1.49,Yes,No,No
CASE01916,2021-04-23,Vandalism,Southeast,12.953112,77.691822,62,Male,22,Female,Morning,Summer,0,No,6.68,No,No,No
CASE01917,2021-04-24,Sexual Offense,Downtown,13.061355,77.686218,20,Male,52,Male,Afternoon,Autumn,1,No,4.16,Yes,Yes,No
CASE01918,2021-04-24,Fraud,Northwest,12.950361,77.657876,54,Male,46,Male,Evening,Autumn,6,No,7.92,Yes,Yes,No
CASE01919,2021-04-24,Burglary,North,13.064749,77.644679,26,Male,34,Female,Evening,Summer,1,Yes,8.77,No,No,No
CASE01920,2021-04-24,Burglary,West,12.917054,77.554808,26,Male,30,Male,Afternoon,Winter,2,Yes,4.28,No,No,No
CASE01921,2021-04-25,Vandalism,West,13.073237,77.669193,62,Unknown,50,Female,Evening,Winter,7,No,5.73,Yes,No,No
CASE01922,2021-04-25,Theft,Central,12.999837,77.585501,57,Male,51,Female,Night,Autumn,6,No,2.06,Yes,Yes,No
CASE01923,2021-04-25,Fraud,Downtown,12.959308,77.554448,62,Male,51,Male,Evening,Spring,8,No,4.75,Yes,No,No
CASE01924,2021-04-25,Burglary,Northeast,12.953023,77.576832,46,Female,11,Female,Morning,Summer,3,Yes,4.25,Yes,No,No
CASE01925,2021-04-26,Drug Offense,West,12.986402,77.667187,46,Male,77,Female,Afternoon,Summer,6,No,2.65,Yes,No,No
CASE01926,2021-04-26,Theft,South,13.09981,77.529727,28,Male,17,Male,Afternoon,Spring,0,No,9.05,Yes,No,No
CASE01927,2021-04-26,Fraud,Northeast,12.944065,77.591232,29,Male,70,Male,Morning,Autumn,1,Yes,2.33,Yes,No,No
CASE01928,2021-04-26,Robbery,Southeast,12.920643,77.598472,64,Male,23,Male,Morning,Winter,6,Yes,6.72,No,No,Yes
CASE01929,2021-04-27,Fraud,Southeast,13.017007,77.507326,60,Female,30,Female,Morning,Autumn,1,Yes,9.01,No,Yes,No
CASE01930,2021-04-27,Theft,Northwest,12.997708,77.539149,57,Male,33,Female,Morning,Winter,5,No,9.21,Yes,No,Yes
CASE01931,2021-04-27,Fraud,Northeast,13.004839,77.665348,40,Male,59,Female,Night,Winter,9,No,8.14,No,Yes,No
CASE01932,2021-04-27,Robbery,South,13.033387,77.666153,48,Male,54,Female,Evening,Autumn,8,Yes,2.59,No,No,No
CASE01933,2021-04-28,Robbery,Northwest,12.953429,77.558483,48,Male,73,Female,Evening,Summer,4,Yes,8.36,Yes,Yes,No
CASE01934,2021-04-28,Fraud,Central,13.082133,77.674979,30,Male,73,Female,Night,Summer,9,No,3.49,Yes,No,Yes
CASE01935,2021-04-28,Vandalism,Northeast,12.987134,77.654357,31,Male,35,Female,Morning,Summer,6,No,9.3,Yes,Yes,No
CASE01936,2021-04-28,Drug Offense,Downtown,12.925817,77.583581,59,Male,41,Male,Afternoon,Winter,0,No,7.38,Yes,No,No
CASE01937,2021-04-29,Assault,Southeast,13.04846,77.649681,53,Female,66,Female,Afternoon,Summer,7,No,8.07,Yes,Yes,No
CASE01938,2021-04-29,Drug Offense,Southeast,13.028621,77.692267,21,Male,62,Female,Afternoon,Winter,8,Yes,1.77,Yes,No,No
CASE01939,2021-04-29,Robbery,East,12.963149,77.591794,59,Male,42,Female,Morning,Summer,4,No,6.24,Yes,No,No
CASE01940,2021-04-29,Theft,Northwest,13.024304,77.547685,40,Male,61,Female,Night,Autumn,5,Yes,8.39,No,No,No
CASE01941,2021-04-30,Theft,North,12.943972,77.688363,30,Female,27,Male,Night,Spring,7,No,8.75,Yes,Yes,No
CASE01942,2021-04-30,Assault,North,12.988968,77.620749,19,Male,44,Female,Night,Winter,3,No,1.26,No,No,No
CASE01943,2021-04-30,Drug Offense,Northwest,13.079883,77.521053,19,Female,21,Male,Evening,Autumn,1,No,9.45,Yes,Yes,No
CASE01944,2021-04-30,Vandalism,Downtown,12.926707,77.614537,45,Unknown,60,Female,Evening,Winter,9,No,1.39,No,No,No
CASE01945,2021-05-01,Drug Offense,Southwest,12.977339,77.600116,49,Unknown,19,Male,Evening,Winter,7,No,6.53,Yes,No,No
CASE01946,2021-05-01,Robbery,Northwest,13.064228,77.671118,42,Female,61,Female,Evening,Autumn,1,Yes,7.24,No,No,Yes
CASE01947,2021-05-01,Burglary,Downtown,13.093898,77.606139,46,Female,43,Female,Afternoon,Summer,4,No,1.97,No,Yes,No
CASE01948,2021-05-01,Theft,Central,12.990785,77.551046,47,Male,76,Female,Afternoon,Winter,5,No,1.43,No,No,No
CASE01949,2021-05-02,Assault,Southeast,13.0014,77.635129,59,Female,48,Male,Night,Spring,4,Yes,8.06,No,No,No
CASE01950,2021-05-02,Burglary,South,13.014434,77.608515,54,Male,17,Unknown,Evening,Spring,5,No,4.46,Yes,Yes,No
CASE01951,2021-05-02,Theft,Southwest,13.08647,77.546609,24,Unknown,38,Female,Night,Autumn,5,No,1.96,No,No,No
CASE01952,2021-05-02,Assault,Northeast,13.071641,77.614726,56,Male,31,Female,Morning,Spring,2,No,7.86,Yes,No,No
CASE01953,2021-05-03,Fraud,Southwest,12.93412,77.664307,23,Male,79,Male,Evening,Autumn,2,No,8.64,Yes,No,No
CASE01954,2021-05-03,Vandalism,South,12.987352,77.505714,29,Male,70,Female,Evening,Autumn,8,No,6.29,Yes,No,Yes
CASE01955,2021-05-03,Kidnapping,East,12.9928,77.62617,48,Male,52,Male,Night,Winter,2,No,2.45,Yes,No,No
CASE01956,2021-05-03,Sexual Offense,Southeast,13.057819,77.569917,38,Male,58,Female,Night,Autumn,2,No,1.14,No,No,No
CASE01957,2021-05-04,Fraud,North,13.020579,77.558534,36,Male,38,Male,Morning,Autumn,1,Yes,7.31,No,No,No
CASE01958,2021-05-04,Burglary,Downtown,13.030844,77.578518,27,Female,40,Female,Night,Summer,6,Yes,5.95,Yes,Yes,No
CASE01959,2021-05-04,Fraud,Northwest,13.09964,77.568405,17,Male,62,Female,Evening,Winter,9,No,6.86,No,Yes,No
CASE01960,2021-05-04,Drug Offense,Northwest,12.914992,77.666448,28,Male,43,Male,Afternoon,Spring,9,No,8.32,Yes,No,No
CASE01961,2021-05-05,Theft,North,12.944602,77.55496,19,Female,47,Female,Morning,Summer,3,No,4.91,Yes,Yes,No
CASE01962,2021-05-05,Burglary,Southwest,12.981579,77.646631,35,Male,66,Female,Morning,Summer,0,Yes,2.12,Yes,No,No
CASE01963,2021-05-05,Drug Offense,Southeast,12.969556,77.518812,63,Male,13,Male,Evening,Winter,5,No,9.46,No,Yes,No
CASE01964,2021-05-05,Burglary,West,12.904329,77.690279,29,Male,11,Female,Afternoon,Winter,4,No,5.91,Yes,Yes,No
CASE01965,2021-05-06,Fraud,Downtown,12.918356,77.624463,45,Female,21,Male,Night,Summer,1,No,6.54,Yes,No,No
CASE01966,2021-05-06,Fraud,Central,13.036191,77.641344,44,Male,44,Male,Night,Winter,5,No,9.4,Yes,Yes,No
CASE01967,2021-05-06,Theft,South,13.075865,77.559608,23,Male,79,Male,Afternoon,Winter,0,No,9.38,Yes,No,No
CASE01968,2021-05-06,Burglary,Southwest,13.002845,77.582419,27,Male,30,Female,Afternoon,Autumn,2,Yes,6.15,No,No,Yes
CASE01969,2021-05-07,Assault,Northeast,13.007838,77.544756,56,Male,70,Male,Evening,Winter,3,Yes,3.68,Yes,No,No
CASE01970,2021-05-07,Theft,East,12.951019,77.686507,53,Male,44,Female,Night,Autumn,2,Yes,9.97,Yes,No,No
CASE01971,2021-05-07,Theft,Northwest,13.053575,77.597621,41,Unknown,57,Female,Evening,Summer,5,No,7.13,Yes,No,Yes
CASE01972,2021-05-07,Drug Offense,Southwest,13.050359,77.62609,17,Female,24,Male,Night,Summer,3,Yes,4.68,Yes,Yes,No
CASE01973,2021-05-08,Assault,East,13.017673,77.646854,55,Male,24,Female,Night,Spring,0,Yes,6.04,Yes,No,No
CASE01974,2021-05-08,Robbery,South,12.942533,77.574221,29,Male,15,Male,Afternoon,Winter,4,No,4.74,Yes,No,No
CASE01975,2021-05-08,Assault,Northwest,12.919404,77.64402,21,Female,77,Female,Evening,Summer,4,No,8.99,No,No,No
CASE01976,2021-05-08,Sexual Offense,Northwest,12.912848,77.635198,57,Male,31,Male,Afternoon,Autumn,8,Yes,5.34,Yes,No,No
CASE01977,2021-05-09,Assault,West,13.018539,77.641132,55,Male,41,Male,Evening,Summer,7,Yes,8.41,Yes,Yes,Yes
CASE01978,2021-05-09,Burglary,Southwest,13.065007,77.597846,46,Male,31,Female,Night,Winter,7,No,8.56,Yes,No,No
CASE01979,2021-05-09,Homicide,Southeast,13.071666,77.576587,32,Male,36,Unknown,Morning,Spring,4,No,8.42,Yes,No,No
CASE01980,2021-05-09,Drug Offense,North,12.992724,77.544416,40,Female,24,Male,Morning,Spring,7,Yes,7.5,Yes,No,Yes
CASE01981,2021-05-10,Theft,North,13.056854,77.664925,47,Male,53,Female,Evening,Summer,9,No,8.69,Yes,Yes,No
CASE01982,2021-05-10,Drug Offense,Central,13.089376,77.62167,27,Male,18,Male,Evening,Spring,6,No,4.49,Yes,No,No
CASE01983,2021-05-10,Burglary,Northeast,12.955034,77.58887,64,Male,43,Female,Afternoon,Winter,0,No,2.03,No,No,No
CASE01984,2021-05-10,Robbery,East,12.979592,77.688799,28,Female,24,Female,Night,Winter,6,No,8.58,Yes,Yes,No
CASE01985,2021-05-11,Theft,Southwest,13.086296,77.509568,34,Male,71,Male,Morning,Spring,7,No,5.48,No,No,No
CASE01986,2021-05-11,Theft,Downtown,12.967646,77.670034,59,Male,54,Male,Afternoon,Autumn,2,No,2.15,Yes,No,No
CASE01987,2021-05-11,Vandalism,Northeast,13.082775,77.699517,63,Male,67,Male,Evening,Spring,8,Yes,2.04,Yes,No,No
CASE01988,2021-05-11,Robbery,West,13.096209,77.677388,40,Male,28,Male,Night,Spring,7,Yes,2.43,No,No,No
CASE01989,2021-05-12,Burglary,Northwest,13.032362,77.662087,46,Male,25,Male,Afternoon,Summer,1,No,7.76,Yes,No,No
CASE01990,2021-05-12,Vandalism,Southeast,13.063378,77.574861,52,Male,17,Female,Afternoon,Autumn,5,No,7.4,Yes,Yes,No
CASE01991,2021-05-12,Drug Offense,Southwest,13.049909,77.546263,40,Male,42,Unknown,Evening,Spring,3,No,2.83,No,No,Yes
CASE01992,2021-05-12,Theft,Northeast,13.039907,77.64697,31,Male,27,Male,Night,Summer,2,Yes,8.62,No,No,No
CASE01993,2021-05-13,Fraud,Northeast,12.961386,77.560915,53,Unknown,44,Female,Morning,Summer,5,No,3.53,No,No,No
CASE01994,2021-05-13,Theft,Southeast,12.911419,77.535208,58,Male,52,Female,Afternoon,Summer,9,Yes,8.14,No,No,No
CASE01995,2021-05-13,Drug Offense,Central,12.96861,77.657305,64,Male,59,Female,Evening,Winter,8,No,5.4,No,Yes,No
CASE01996,2021-05-13,Fraud,East,13.033387,77.562509,38,Male,12,Female,Afternoon,Summer,1,Yes,7.58,Yes,Yes,No
